"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU","year"
"1",1,1,"Bakken, P",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"2",2,2,"Carlson, D",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"3",3,3,"Frelich, LE",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9052-7070","WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"4",4,4,"Friedman, SK",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"5",5,5,"Grigal, DF",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"6",6,6,"Reich, PB",1,"Univ Minnesota, Dept Forest Resources, St Paul, MN 55108 USA.","univ minnesota","dept forest resources","55108","st paul","mn","usa",NA,NA,"0000-0003-4424-662X","WOS:000171863100006",1,"J","2001","ECOLOGICAL SOC AMER",2001
"7",7,7,"Eppley, SM",1,"Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA.","univ calif davis","ctr populat biol","95616","davis","ca","usa",NA,NA,NA,"WOS:000170125600019",2,"J","2001","WILEY",2001
"8",8,8,"Relyea, RA",1,"Univ Michigan, Dept Biol, Ann Arbor, MI 48109 USA.","univ michigan","dept biol","48109","ann arbor","mi","usa",NA,NA,NA,"WOS:000170125600012",3,"J","2001","WILEY",2001
"9",9,9,"Carson, WP",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-2569-2013",NA,"WOS:000168135100001",4,"J","2001","ECOLOGICAL SOC AMER",2001
"10",10,10,"Schnitzer, SA",1,"Univ Pittsburgh, Dept Sci Biol, Pittsburgh, PA 15260 USA.","univ pittsburgh","dept sci biol","15260","pittsburgh","pa","usa",NA,NA,"0000-0002-2715-9455","WOS:000168135100001",4,"J","2001","ECOLOGICAL SOC AMER",2001
"11",11,11,"De Valpine, P",1,"Univ Calif Davis, Dept Environm Sci & Policy, Ctr Populat Biol, Davis, CA 95616 USA.","univ calif davis","ctr populat biol","95616","davis","ca","usa",NA,NA,NA,"WOS:000167138200003",5,"J","2001","ECOLOGICAL SOC AMER",2001
