"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU","year"
"1",1,1,"Chimner, RA",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400001",1,"J","2000","ECOLOGICAL SOC AMER",2000
"2",2,2,"Kaye, JP",1,"Colorado State Univ, Dept Forest Sci, Ft Collins, CO 80523 USA.","colorado state univ","dept forest sci","80523","ft collins","co","usa",NA,NA,NA,"WOS:000166134400001",1,"J","2000","ECOLOGICAL SOC AMER",2000
"3",3,3,"Kaye, MW",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400001",1,"J","2000","ECOLOGICAL SOC AMER",2000
"4",4,4,"Resh, SC",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400001",1,"J","2000","ECOLOGICAL SOC AMER",2000
"5",5,5,"Liira, J",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"G-9879-2015","0000-0001-8863-0098","WOS:000166134400002",2,"J","2000","ECOLOGICAL SOC AMER",2000
"6",6,6,"Mols, T",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400002",2,"J","2000","ECOLOGICAL SOC AMER",2000
"7",7,7,"Moora, M",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"D-1961-2009","0000-0002-4819-7506","WOS:000166134400002",2,"J","2000","ECOLOGICAL SOC AMER",2000
"8",8,8,"Otsus, M",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400002",2,"J","2000","ECOLOGICAL SOC AMER",2000
"9",9,9,"Zobel, M",1,"Univ Tartu, Dept Bot & Ecol, EE-51005 Tartu, Estonia.","univ tartu","dept bot & ecol","51005"," tartu",NA,"estonia",NA,"H-1336-2015","0000-0001-7957-6704","WOS:000166134400002",2,"J","2000","ECOLOGICAL SOC AMER",2000
"10",10,10,"Amiotti, NM",1,"Univ Nacl Sur, Dept Agron, RA-8000 Bahia Blanca, Buenos Aires, Argentina.","univ nacl sur","dept agron","8000"," bahia blanca","buenos aires","argentina",NA,NA,NA,"WOS:000166134400003",3,"J","2000","WILEY",2000
"11",11,11,"Peinemann, N",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400003",3,"J","2000","WILEY",2000
"12",12,12,"Sanchez, LF",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400003",3,"J","2000","WILEY",2000
"13",13,13,"Zalba, P",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400003",3,"J","2000","WILEY",2000
"14",14,14,"Bokros, S",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400004",4,"J","2000","WILEY",2000
"15",15,15,"Czaran, T",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-1169-2008","0000-0002-2722-6208","WOS:000166134400004",4,"J","2000","WILEY",2000
"16",16,15,"Czaran, T",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-1169-2008","0000-0002-2722-6208","WOS:000166134400004",4,"J","2000","WILEY",2000
"17",17,15,"Czaran, T",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"P-4297-2019","0000-0002-2722-6208","WOS:000166134400004",4,"J","2000","WILEY",2000
"18",18,15,"Czaran, T",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"P-4297-2019","0000-0002-2722-6208","WOS:000166134400004",4,"J","2000","WILEY",2000
"19",19,19,"Kun, A",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-5571-2011","0000-0002-8409-8521","WOS:000166134400004",4,"J","2000","WILEY",2000
"20",20,20,"Oborny, B",1,"Eotvos Lorand Univ, Dept Plant Taxon & Ecol, H-1083 Budapest, Hungary.","eotvos lorand univ","dept plant taxon & ecol","1083"," budapest",NA,"hungary",NA,"P-5190-2019","0000-0003-2997-9921","WOS:000166134400004",4,"J","2000","WILEY",2000
"21",21,21,"Harte, J",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400005",5,"J","2000","WILEY",2000
"22",22,22,"Kinzig, AP",1,"Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08544 USA.","princeton univ","dept ecol & evolutionary biol","08544","princeton","nj","usa",NA,NA,NA,"WOS:000166134400005",5,"J","2000","WILEY",2000
"23",23,245,"Crowley, PH",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400006",6,"J","2000","WILEY-BLACKWELL",2000
"24",24,24,"Holyoak, M",1,"Univ Kentucky, Ctr Ecol Evolut & Behav, Lexington, KY 40506 USA.","univ kentucky","ctr ecol evolut & behav","40506","lexington","ky","usa",NA,"C-3475-2009","0000-0001-9727-3627","WOS:000166134400006",6,"J","2000","WILEY-BLACKWELL",2000
"25",25,25,"Lawler, SP",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400006",6,"J","2000","WILEY-BLACKWELL",2000
"26",26,26,"Gross, K",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400007",7,"J","2000","ECOLOGICAL SOC AMER",2000
"27",27,27,"Ives, AR",1,"Univ Wisconsin, Dept Zool, Madison, WI 53706 USA.","univ wisconsin","dept zool","53706","madison","wi","usa",NA,"A-5698-2008","0000-0001-9375-9523","WOS:000166134400007",7,"J","2000","ECOLOGICAL SOC AMER",2000
"28",28,28,"Jansen, VAA",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"C-8353-2009","0000-0002-6518-2090","WOS:000166134400007",7,"J","2000","ECOLOGICAL SOC AMER",2000
"29",29,29,"Marshall, SD",1,"Miami Univ, Dept Zool, Oxford, OH 45056 USA.","miami univ","dept zool","45056","oxford","oh","usa",NA,NA,NA,"WOS:000166134400008",8,"J","2000","ECOLOGICAL SOC AMER",2000
"30",30,30,"Rypstra, AL",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400008",8,"J","2000","ECOLOGICAL SOC AMER",2000
"31",31,31,"Walker, SE",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"A-4722-2008","0000-0001-9310-3305","WOS:000166134400008",8,"J","2000","ECOLOGICAL SOC AMER",2000
"32",32,32,"Briggs, CJ",7,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"F-7456-2013",NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
"33",33,107,"Ellner, SP",8,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
"34",34,34,"Hosseini, P",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"F-8439-2010",NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
"35",35,35,"Janssen, A",3,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"B-2657-2009","0000-0001-5075-5303","WOS:000166134400009",9,"J","2000","WILEY",2000
"36",36,36,"Kendall, BE",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"C-1871-2008","0000-0003-1782-8106","WOS:000166134400009",9,"J","2000","WILEY",2000
"37",37,37,"McCauley, E",1,"Univ Calgary, Dept Biol Sci, Div Ecol, Calgary, AB T2N 1N4, Canada.","univ calgary","dept biol sci"," t2n 1n4","ab",NA,"canada",NA,NA,NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
"38",38,38,"Murdoch, WW",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
"39",39,39,"Nisbet, RM",9,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"B-6951-2014",NA,"WOS:000166134400009",9,"J","2000","WILEY",2000
