"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"1",1,1,"Alexander, Matt J.",5,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"2",2,2,"Bullock, James M.",1,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"3",3,3,"Hails, Rosemary S.",3,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"4",4,4,"Hodgson, David J.",4,"Univ Exeter, Ctr Ecol & Conservat, Penryn Campus, Penryn TR10 9FE, England.","univ exeter","ctr ecol & conservat","tr10 9fe","penryn ",NA,"england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"5",5,5,"Hooftman, Danny A. P.",9,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,"0000-0001-9835-6897","WOS:000544404300001",1,"J",NA,"WILEY"
"6",6,6,"Knopp, Tatjana",7,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"7",7,7,"Morley, Kathryn",6,"Defra, 2 Marsham St, London SW1P 4DF, England.","defra",NA,NA," marsham st","london swp df","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"8",8,8,"Ridding, Lucy E.",8,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"9",9,9,"Wichmann, Matthias C.",2,"UK Ctr Ecol & Hydrol, Benson Lane, Wallingford OX10 8BB, Oxon, England.","uk ctr ecol & hydrol","benson lane","ox10 8bb","wallingford ","oxon","england",NA,NA,NA,"WOS:000544404300001",1,"J",NA,"WILEY"
"10",10,10,"Gordon, Dennis P.",2,"New Zealand Inst Marine & Atmospher Sci, 301 Evans Bay Parade, Hataitai Wellington 6021, New Zealand.","new zealand inst marine & atmospher sci","new zealand inst marine & atmospher sci",NA," evans bay parade","hataitai wellington ","new zealand",NA,NA,NA,"WOS:000544355800001",2,"J",NA,"WILEY"
"11",11,11,"Ryan, Ken G.",3,"Victoria Univ Wellington, Sch Biol Sci, Kelburn Wellington 6012, New Zealand.","victoria univ wellington",NA,NA,"sch biol sci","kelburn wellington ","new zealand",NA,NA,NA,"WOS:000544355800001",2,"J",NA,"WILEY"
"12",12,12,"Schack, Carolann R.",1,"Victoria Univ Wellington, Sch Biol Sci, Kelburn Wellington 6012, New Zealand.","victoria univ wellington",NA,NA,"sch biol sci","kelburn wellington ","new zealand",NA,NA,"0000-0001-7595-5782","WOS:000544355800001",2,"J",NA,"WILEY"
"13",13,13,"Bever, James D.",3,"Univ Kansas, Dept Ecol & Evolutionary Biol, Lawrence, KS 66045 USA.","univ kansas","dept ecol & evolutionary biol","66045","lawrence","ks","usa",NA,NA,NA,"WOS:000543882100001",3,"J",NA,"WILEY"
"14",14,14,"Eppinga, Maarten B.",2,"Univ Zurich, Dept Geog, CH-8057 Zurich, Switzerland.","univ zurich","dept geog","8057"," zurich",NA,"switzerland",NA,NA,NA,"WOS:000543882100001",3,"J",NA,"WILEY"
"15",15,15,"Michaels, Theo K.",1,"Univ Kansas, Dept Ecol & Evolutionary Biol, Lawrence, KS 66045 USA.","univ kansas","dept ecol & evolutionary biol","66045","lawrence","ks","usa",NA,NA,NA,"WOS:000543882100001",3,"J",NA,"WILEY"
"16",16,16,"Dean, Antony M.",1,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA.","univ minnesota","dept ecol evolut & behav","55108","st paul","mn","usa",NA,NA,NA,"WOS:000543171500001",4,"J",NA,"WILEY"
"17",17,17,"Shnerb, Nadav M.",2,"Bar Ilan Univ, Dept Phys, IL-52900 Ramat Gan, Israel.","bar ilan univ","dept phys","52900"," ramat gan",NA,"israel",NA,NA,NA,"WOS:000543171500001",4,"J",NA,"WILEY"
"18",18,18,"Anderegg, Leander D. L.",2,"Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.","univ calif berkeley","dept integrat biol","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000543230000001",5,"J",NA,"WILEY"
"19",19,19,"D'Odorico, Paolo",5,"Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA.","univ calif berkeley","dept environm sci policy & management","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000543230000001",5,"J",NA,"WILEY"
"20",20,20,"Dawson, Todd E.",3,"Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA.","univ calif berkeley","dept environm sci policy & management","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000543230000001",5,"J",NA,"WILEY"
"21",21,21,"Huang, Heng",1,"Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA.","univ calif berkeley","dept environm sci policy & management","94720","berkeley","ca","usa",NA,NA,NA,"WOS:000543230000001",5,"J",NA,"WILEY"
"22",22,22,"Mote, Safa",4,"Univ Maryland, Dept Atmospher & Ocean Sci, College Pk, MD 20742 USA.","univ maryland","dept atmospher & ocean sci","20742","college pk","md","usa",NA,NA,"0000-0001-5905-3842","WOS:000543230000001",5,"J",NA,"WILEY"
"23",23,23,"Harding, Jon S.",3,"Univ Canterbury, Sch Biol Sci, Private Bag 4800, Christchurch 8140, New Zealand.","univ canterbury","sch biol sci",NA,"private bag ","christchurch ","new zealand",NA,"A-2578-2014","0000-0002-1070-1594","WOS:000543155300001",6,"J",NA,"WILEY"
"24",24,24,"Pomeranz, Justin P. F.",1,"Univ Canterbury, Sch Biol Sci, Private Bag 4800, Christchurch 8140, New Zealand.","univ canterbury","sch biol sci",NA,"private bag ","christchurch ","new zealand",NA,NA,NA,"WOS:000543155300001",6,"J",NA,"WILEY"
"25",25,25,"Wesner, Jeff S.",2,"Univ South Dakota, Dept Biol, 414 E Clark St, Vermillion, SD 57069 USA.","univ south dakota","414 e clark st","57069","vermillion","sd","usa",NA,NA,NA,"WOS:000543155300001",6,"J",NA,"WILEY"
"26",26,26,"Elahi, Robin",1,"Stanford Univ, Hopkins Marine Stn, 120 Ocean View Blvd, Pacific Grove, CA 93940 USA.","stanford univ","120 ocean view blvd","93940","pacific grove","ca","usa",NA,NA,NA,"WOS:000543154300001",7,"J",NA,"WILEY"
"27",27,27,"Litvin, Steven Y.",3,"Stanford Univ, Hopkins Marine Stn, 120 Ocean View Blvd, Pacific Grove, CA 93940 USA.","stanford univ","120 ocean view blvd","93940","pacific grove","ca","usa",NA,NA,NA,"WOS:000543154300001",7,"J",NA,"WILEY"
"28",28,28,"Miller, Luke P.",2,"San Diego State Univ, Dept Biol, 5500 Campanile Dr, San Diego, CA 92182 USA.","san diego state univ","5500 campanile dr","92182","san diego","ca","usa",NA,NA,NA,"WOS:000543154300001",7,"J",NA,"WILEY"
"29",29,29,"Groves, Anna M.",3,"Michigan State Univ, Program Ecol Evolutionary Biol & Behav, Dept Plant Biol, E Lansing, MI 48824 USA.","michigan state univ","dept plant biol","48824","e lansing","mi","usa",NA,NA,NA,"WOS:000543150300001",8,"J",NA,"WILEY"
"30",30,30,"Stuble, Katharine L.",2,"Holden Arboretum, Kirtland, OH 44094 USA.","holden arboretum",NA,"44094","kirtland","oh","usa",NA,NA,NA,"WOS:000543150300001",8,"J",NA,"WILEY"
"31",31,31,"Werner, Chhaya M.",1,"UFZ Helmholtz Ctr Environm Res, Dept Physiol Divers, D-04318 Leipzig, Germany.","ufz helmholtz ctr environm res","dept physiol divers","04318"," leipzig",NA,"germany",NA,NA,"0000-0002-2967-8603","WOS:000543150300001",8,"J",NA,"WILEY"
"32",32,32,"Young, Truman P.",4,"Univ Calif Davis, Dept Plant Sci, Davis, CA 95616 USA.","univ calif davis","dept plant sci","95616","davis","ca","usa",NA,NA,NA,"WOS:000543150300001",8,"J",NA,"WILEY"
"33",33,33,"Cronin, James Patrick",3,"US Geol Survey, Wetland & Aquat Res Ctr, 700 Cajundome Blvd, Lafayette, LA 70506 USA.","us geol survey","700 cajundome blvd","70506","lafayette","la","usa",NA,NA,"0000-0001-6791-5828","WOS:000544176300001",9,"J",NA,"WILEY"
"34",34,34,"Schoolmaster, Donald R., Jr.",1,"US Geol Survey, Wetland & Aquat Res Ctr, 700 Cajundome Blvd, Lafayette, LA 70506 USA.","us geol survey","700 cajundome blvd","70506","lafayette","la","usa",NA,NA,NA,"WOS:000544176300001",9,"J",NA,"WILEY"
"35",35,35,"Zirbel, Chad R.",2,"Michigan State Univ, Dept Plant Biol, 612 Wilson Rd, E Lansing, MI 48824 USA.","michigan state univ","612 wilson rd","48824","e lansing","mi","usa",NA,NA,NA,"WOS:000544176300001",9,"J",NA,"WILEY"
"36",36,36,"Benes, Kylla",1,"Univ Calif Irvine, Dept Ecol & Evolutionary Biol, 321 Steinhaus Hall, Irvine, CA 92697 USA.","univ calif irvine","321 steinhaus hall","92697","irvine","ca","usa",NA,NA,NA,"WOS:000540207300001",10,"J",NA,"WILEY"
"37",37,37,"Bracken, Matthew E. S.",2,"Univ Calif Irvine, Dept Ecol & Evolutionary Biol, 321 Steinhaus Hall, Irvine, CA 92697 USA.","univ calif irvine","321 steinhaus hall","92697","irvine","ca","usa",NA,"B-1259-2008","0000-0002-0068-7485","WOS:000540207300001",10,"J",NA,"WILEY"
"38",38,38,"Bernhardt, Joey R.",2,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","univ british columbia","dept zool"," v6t 1z4","bc",NA,"canada",NA,NA,"0000-0003-1824-2801","WOS:000540183500001",11,"J",NA,"WILEY"
"39",39,39,"Brown, Norah E. M.",1,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","univ british columbia","dept zool"," v6t 1z4","bc",NA,"canada",NA,NA,"0000-0002-0414-1279","WOS:000540183500001",11,"J",NA,"WILEY"
"40",40,40,"Harley, Christopher D. G.",3,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","univ british columbia","dept zool"," v6t 1z4","bc",NA,"canada",NA,NA,NA,"WOS:000540183500001",11,"J",NA,"WILEY"
"41",41,41,"Ceccolini, Filippo",4,"Univ Firenze, Museo Storia Nat La Specola, Via Romana17, I-50125 Florence, Italy.","univ firenze","museo storia nat la specola","50125"," florence",NA,"italy",NA,NA,NA,"WOS:000540180600001",12,"J",NA,"WILEY"
"42",42,42,"Cianferoni, Fabio",3,"Univ Firenze, Museo Storia Nat La Specola, Via Romana17, I-50125 Florence, Italy.","univ firenze","museo storia nat la specola","50125"," florence",NA,"italy",NA,NA,NA,"WOS:000540180600001",12,"J",NA,"WILEY"
"43",43,43,"Corti, Claudia",6,"Univ Firenze, Museo Storia Nat La Specola, Via Romana17, I-50125 Florence, Italy.","univ firenze","museo storia nat la specola","50125"," florence",NA,"italy",NA,NA,NA,"WOS:000540180600001",12,"J",NA,"WILEY"
"44",44,44,"Ficetola, Gentile Francesco",7,"Univ Milan, Dipartimento Sci & Polit Ambientali, Via Celoria 26, I-20133 Milan, Italy.","univ milan","dipartimento sci & polit ambientali","20133"," milan",NA,"italy",NA,"A-2813-2008","0000-0003-3414-5155","WOS:000540180600001",12,"J",NA,"WILEY"
"45",45,45,"Lunghi, Enrico",1,"Chinese Acad Sci, Inst Zool, Key Lab Zool Systemat & Evolut, Beichen West Rd 1, Beijing 100101, Peoples R China.","chinese acad sci","inst zool"," 10010","beijing",NA,"peoples r china",NA,NA,"0000-0002-4228-2750","WOS:000540180600001",12,"J",NA,"WILEY"
"46",46,46,"Mancinelli, Giorgio",8,"Univ Salento, Dipartimento Sci & Tecnol Biol Ambientali DiSTeBA, Ctr Ecotekne, I-73100 Lecce, Italy.","univ salento","dipartimento sci & tecnol biol ambientali disteba","73100"," lecce",NA,"italy",NA,"A-7679-2013",NA,"WOS:000540180600001",12,"J",NA,"WILEY"
"47",47,47,"Manenti, Raoul",2,"Univ Milan, Dipartimento Sci & Polit Ambientali, Via Celoria 26, I-20133 Milan, Italy.","univ milan","dipartimento sci & polit ambientali","20133"," milan",NA,"italy",NA,"O-5166-2017","0000-0001-6071-8194","WOS:000540180600001",12,"J",NA,"WILEY"
"48",48,48,"Veith, Michael",5,"Univ Trier Fachbereich VI Raum & Umweltwissensch, Biogeog, Univ Ring 15, D-54286 Trier, Germany.","univ trier fachbereich vi raum & umweltwissensch","biogeog","54286"," trier",NA,"germany",NA,NA,NA,"WOS:000540180600001",12,"J",NA,"WILEY"
"49",49,49,"de Mesquita, Clifton P. Bueno",1,"Univ Colorado, Dept Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","dept ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,NA,"WOS:000539127300001",13,"J",NA,"WILEY"
"50",50,50,"Sartwell, Samuel A.",2,"Univ Colorado, Dept Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","dept ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,NA,"WOS:000539127300001",13,"J",NA,"WILEY"
"51",51,51,"Schmidt, Steven K.",3,"Univ Colorado, Dept Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","dept ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,NA,"WOS:000539127300001",13,"J",NA,"WILEY"
"52",52,52,"Suding, Katharine N.",4,"Univ Colorado, Dept Ecol & Evolutionary Biol, Boulder, CO 80309 USA.","univ colorado","dept ecol & evolutionary biol","80309","boulder","co","usa",NA,NA,NA,"WOS:000539127300001",13,"J",NA,"WILEY"
"53",53,53,"Gerson, Jacqueline R.",1,"Duke Univ, Biol Dept, Durham, NC 27708 USA.","duke univ","biol dept","27708","durham","nc","usa",NA,NA,"0000-0001-5228-447X","WOS:000538926800001",14,"J",NA,"WILEY"
"54",54,54,"Moore, Eric",2,"Duke Univ, Biol Dept, Durham, NC 27708 USA.","duke univ","biol dept","27708","durham","nc","usa",NA,NA,"0000-0002-2479-2677","WOS:000538926800001",14,"J",NA,"WILEY"
"55",55,55,"Naslund, Laura C.",3,"Duke Univ, Biol Dept, Durham, NC 27708 USA.","duke univ","biol dept","27708","durham","nc","usa",NA,NA,"0000-0002-3617-7305","WOS:000538926800001",14,"J",NA,"WILEY"
"56",56,56,"Rocca, Jennifer",4,"Duke Univ, Biol Dept, Durham, NC 27708 USA.","duke univ","biol dept","27708","durham","nc","usa",NA,NA,"0000-0002-2973-3860","WOS:000538926800001",14,"J",NA,"WILEY"
"57",57,729,"Simonin, Marie",5,"Duke Univ, Biol Dept, Durham, NC 27708 USA.","duke univ","biol dept","27708","durham","nc","usa",NA,NA,NA,"WOS:000538926800001",14,"J",NA,"WILEY"
"58",58,58,"Hicks, Lettice C.",1,"Lund Univ, Dept Biol, Sect Microbial Ecol, Ecol Bldg, S-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,NA,"WOS:000538927100001",15,"J",NA,"WILEY"
"59",59,59,"Leizeaga, Ainara",2,"Lund Univ, Dept Biol, Sect Microbial Ecol, Ecol Bldg, S-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,NA,NA,"WOS:000538927100001",15,"J",NA,"WILEY"
"60",60,60,"Michelsen, Anders",4,"Univ Copenhagen, Dept Biol, Terr Ecol Sect, Univ Pk 15, DK-2100 Copenhagen, Denmark.","univ copenhagen","dept biol","2100"," copenhagen",NA,"denmark",NA,NA,NA,"WOS:000538927100001",15,"J",NA,"WILEY"
"61",61,61,"Rousk, Johannes",5,"Lund Univ, Dept Biol, Sect Microbial Ecol, Ecol Bldg, S-22362 Lund, Sweden.","lund univ","dept biol","22362"," lund",NA,"sweden",NA,"E-9741-2010","0000-0002-4985-7262","WOS:000538927100001",15,"J",NA,"WILEY"
"62",62,62,"Rousk, Kathrin",3,"Univ Copenhagen, Dept Biol, Terr Ecol Sect, Univ Pk 15, DK-2100 Copenhagen, Denmark.","univ copenhagen","dept biol","2100"," copenhagen",NA,"denmark",NA,"H-8836-2013","0000-0003-3140-9864","WOS:000538927100001",15,"J",NA,"WILEY"
"63",63,63,"Higuera, Philip E.",2,"Univ Montana, Dept Ecosyst & Conservat Sci, Missoula, MT 59812 USA.","univ montana","dept ecosyst & conservat sci","59812","missoula","mt","usa",NA,"B-1330-2010","0000-0001-5396-9956","WOS:000538927400001",16,"J",NA,"WILEY"
"64",64,64,"Hoecker, Tyler J.",1,"Univ Montana, Dept Ecosyst & Conservat Sci, Missoula, MT 59812 USA.","univ montana","dept ecosyst & conservat sci","59812","missoula","mt","usa",NA,NA,"0000-0001-8680-8809","WOS:000538927400001",16,"J",NA,"WILEY"
"65",65,65,"Hu, Feng Sheng",4,"Univ Illinois, Dept Plant Biol, 505 S Goodwin Ave, Urbana, IL 61801 USA.","univ illinois","505 s goodwin ave","61801","urbana","il","usa",NA,NA,NA,"WOS:000538927400001",16,"J",NA,"WILEY"
"66",66,66,"Kelly, Ryan",3,"UNC Hlth Care Syst, 1025 Think Pl, Morrisville, NC 27560 USA.","unc hlth care syst","1025 think pl","27560","morrisville","nc","usa",NA,NA,NA,"WOS:000538927400001",16,"J",NA,"WILEY"
"67",67,67,"Alves, Paulo C.",4,"Univ Porto, Ctr Invest Biodiversidade & Recursos Genet, CIBIO InBIO, Campus Vairao,Rue Padre Armando Quinta 7, P-3385661 Vairao, Portugal.","univ porto","ctr invest biodiversidade & recursos genet","3385661"," vairao",NA,"portugal",NA,NA,NA,"WOS:000539284100001",17,"J",NA,"WILEY"
"68",68,68,"Ferreras, Pablo",5,"CSIC UCLM JCCM, Inst Invest Recursos Cineget IREC, Ronda de Toledo 12, Ciudad Real 12071, Spain.","csic uclm jccm","inst invest recursos cineget irec"," 12071","ciudad real",NA,"spain",NA,NA,NA,"WOS:000539284100001",17,"J",NA,"WILEY"
"69",69,69,"Francisco, Diaz-Ruiz",2,"CSIC UCLM JCCM, Inst Invest Recursos Cineget IREC, Ronda de Toledo 12, Ciudad Real 12071, Spain.","csic uclm jccm","inst invest recursos cineget irec"," 12071","ciudad real",NA,"spain",NA,NA,NA,"WOS:000539284100001",17,"J",NA,"WILEY"
"70",70,70,"Lukacs, Paul M.",3,"Univ Montana, WA Franke Coll Forestry & Conservat, Dept Ecosyst & Conservat Sci, Wildlife Biol Program, 32 Campus Dr, Missoula, MT 59812 USA.","univ montana","32 campus dr","59812","missoula","mt","usa",NA,NA,NA,"WOS:000539284100001",17,"J",NA,"WILEY"
"71",71,71,"Monterroso, Pedro",1,"Univ Porto, Ctr Invest Biodiversidade & Recursos Genet, CIBIO InBIO, Campus Vairao,Rue Padre Armando Quinta 7, P-3385661 Vairao, Portugal.","univ porto","ctr invest biodiversidade & recursos genet","3385661"," vairao",NA,"portugal",NA,"F-1809-2013","0000-0002-7911-3651","WOS:000539284100001",17,"J",NA,"WILEY"
"72",72,72,"Geber, Monica A.",3,"Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.","cornell univ","dept ecol & evolutionary biol","14853","ithaca","ny","usa",NA,NA,NA,"WOS:000538927600001",18,"J",NA,"WILEY"
"73",73,73,"Petipas, Renee H.",1,"Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.","cornell univ","dept ecol & evolutionary biol","14853","ithaca","ny","usa",NA,NA,"0000-0002-8712-8183","WOS:000538927600001",18,"J",NA,"WILEY"
"74",74,74,"Wruck, Amy C.",2,"Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA.","cornell univ","dept ecol & evolutionary biol","14853","ithaca","ny","usa",NA,NA,NA,"WOS:000538927600001",18,"J",NA,"WILEY"
"75",75,75,"Arnelas, Itziar",4,"Univ Tecn Particular Loja, Dept Ciencias Biol, Herbario HUTPL, AP 11-01-608, Loja, Ecuador.","univ tecn particular loja","dept ciencias biol",NA,"ap --","loja","ecuador",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"76",76,76,"Banares-de-Dios, Guillermo",1,"Univ Rey Juan Carlos, Dept Biol Geol Fis & Quim Inorgan, Calle Tulipan S-N, ES-28933 Madrid, Spain.","univ rey juan carlos","dept biol geol fis & quim inorgan","28933"," madrid",NA,"spain",NA,NA,"0000-0003-0144-9048","WOS:000538620200001",19,"J",NA,"WILEY"
"77",77,77,"Cayuela, Luis",9,"Univ Rey Juan Carlos, Dept Biol Geol Fis & Quim Inorgan, Calle Tulipan S-N, ES-28933 Madrid, Spain.","univ rey juan carlos","dept biol geol fis & quim inorgan","28933"," madrid",NA,"spain",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"78",78,78,"Martins de Carvalho, Gabriel",5,"Univ Rey Juan Carlos, Dept Biol Geol Fis & Quim Inorgan, Calle Tulipan S-N, ES-28933 Madrid, Spain.","univ rey juan carlos","dept biol geol fis & quim inorgan","28933"," madrid",NA,"spain",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"79",79,79,"Espinosa, Carlos Ivan",6,"Univ Tecn Particular Loja, Dept Ciencias Biol, AP 11-01-608, Loja, Ecuador.","univ tecn particular loja","dept ciencias biol",NA,"ap --","loja","ecuador",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"80",80,80,"Granzow-de la Cerda, Inigo",3,"Univ Rey Juan Carlos, Dept Biol Geol Fis & Quim Inorgan, Calle Tulipan S-N, ES-28933 Madrid, Spain.","univ rey juan carlos","dept biol geol fis & quim inorgan","28933"," madrid",NA,"spain",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"81",81,81,"Macia, Manuel J.",2,"Univ Autonoma Madrid, Area Bot, Dept Biol, Calle Darwin 2, ES-28049 Madrid, Spain.","univ autonoma madrid","area bot","28049"," madrid",NA,"spain",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"82",82,82,"Salinas, Norma",7,"Pontificia Univ Catolica Peru, Secc Quim, AP Lima 32, Lima, Peru.","pontificia univ catolica peru","secc quim",NA,"ap lima ","lima","peru",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"83",83,129,"Swenson, Nathan",8,"Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","univ maryland","dept biol","20742","college pk","md","usa",NA,NA,NA,"WOS:000538620200001",19,"J",NA,"WILEY"
"84",84,84,"Funamoto, Daichi",1,"Kobe Univ, Grad Sch Agr Sci, Nada Ku, 1-1 Rokkodai, Kobe, Hyogo 6578501, Japan.","kobe univ","grad sch agr sci"," 65785","hyogo",NA,"japan",NA,NA,"0000-0003-2938-6050","WOS:000536999200001",20,"J",NA,"WILEY"
"85",85,85,"Sugiura, Shinji",3,"Kobe Univ, Grad Sch Agr Sci, Nada Ku, 1-1 Rokkodai, Kobe, Hyogo 6578501, Japan.","kobe univ","grad sch agr sci"," 65785","hyogo",NA,"japan",NA,NA,NA,"WOS:000536999200001",20,"J",NA,"WILEY"
"86",86,86,"Suzuki, Tomoyuki",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000536999200001",20,"J",NA,"WILEY"
"87",87,87,"Alvarez-Londono, Johnathan",12,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"88",88,88,"Benavides-Ossa, Yeny A.",2,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"89",89,89,"Betancurt-Grisales, Juan F.",4,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"90",90,90,"Bohada-Murillo, Mauricio",5,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0003-1619-0630","WOS:000538100800009",21,"J","2020","WILEY"
"91",91,91,"Busi, Ana",8,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"92",92,92,"Perez Cardenas, Jorge E.",29,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"93",93,93,"Cardona-Romero, Marelid",7,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"94",94,94,"Cardona-Salazar, Leydy J.",1,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"95",95,95,"Castano-Villa, Gabriel J.",31,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"96",96,96,"Gomez Castillo, Daniela",11,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"97",97,97,"Estevez-Varon, Jaime V.",26,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"98",98,98,"Fonturbel, Francisco E.",30,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,"C-7756-2009","0000-0001-8585-2816","WOS:000538100800009",21,"J","2020","WILEY"
"99",99,99,"Gomez-Londono, German",24,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"100",100,100,"Grisales-Munoz, Laura D.",15,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"101",101,101,"Hoyos-Jaramillo, Alejandro",19,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"102",102,102,"Martinez-Sanchez, Estefani T.",6,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"103",103,103,"Molina-Marin, Dimas A.",13,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,"0000-0001-7149-8502","WOS:000538100800009",21,"J","2020","WILEY"
"104",104,104,"Orozco-Montoya, Gloria Patricia",22,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"105",105,105,"Ortiz-Giraldo, Mateo",10,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"106",106,618,"Ospina-Bautista, Fabiola",25,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"107",107,107,"Ossa-Lopez, Paula A.",27,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
"108",108,108,"Pineda-Gomez, Diana M.",18,"Could not be extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000538100800009",21,"J","2020","WILEY"
